Год постройки,Парковка,Пассажирский лифт,Санузел,Способ продажи,Двор,Тип дома,Долгота,Цена,Грузовой лифт,Тип комнат,Количество комнат,Метро (минут),В доме,Ремонт,Этаж (текущий),Площадь кухни,Широта,Этажей в доме,Общая площадь,Район,Расстояние до центра,Доля жилой площади,Есть консьерж,Есть мусоропровод,Есть газ,Детская площадка,Спорт площадка,Закрытая территория
1968.0,открытая во дворе,2,совмещенный,свободная,детская площадка,блочный,37.54381943,16790000,0,смежные,2.0,18.0,"мусоропровод, газ",евро,3.0,8.9,55.63866425,14.0,47.3,0,0.13843538723024762,0.6659619450317125,0,1,1,1,0,0
2021.0,открытая во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.93404007,13250000,1,изолированные,2.0,8.0,Unknown,косметический,2.0,14.0,55.70743179,23.0,47.0,1,0.3201152942928659,0.5531914893617021,0,0,0,1,1,1
1951.0,открытая во дворе,0,раздельный,свободная,"детская площадка, спортивная площадка",кирпичный,37.815256,5430000,0,Unknown,0.0,13.0,Unknown,дизайнерский,2.0,,55.790818,5.0,16.0,1,0.20073403961460562,1.0,0,0,0,1,1,0
1967.0,открытая во дворе,1,раздельный,свободная,детская площадка,панельный,37.502579,11200000,0,изолированные,2.0,25.5,"мусоропровод, газ",требует ремонта,5.0,7.0,55.858559,9.0,47.0,2,0.1542376170783286,0.7872340425531915,0,1,1,1,0,0
,Unknown,2,совмещенный,свободная,Unknown,панельный,37.612084,14000000,0,изолированные,2.0,13.0,Unknown,евро,4.0,6.3,55.631015,12.0,44.6,0,0.1249068552202028,0.6995515695067264,0,0,0,0,0,0
1969.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.667339,13700000,0,изолированные,3.0,8.0,газ,требует ремонта,4.0,6.0,55.889674,9.0,56.0,4,0.1428153212964183,0.6785714285714286,0,0,1,1,1,0
1976.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.61887626059493,13900000,1,изолированные,3.0,25.5,мусоропровод,евро,8.0,7.0,55.89731209570266,12.0,63.0,4,0.14151785071595957,0.7142857142857143,0,1,0,1,1,0
1998.0,открытая во дворе,1,совмещенный,альтернативная,"детская площадка, спортивная площадка",панельный,37.7117691,11990000,0,Unknown,1.0,18.0,мусоропровод,евро,11.0,10.0,55.82033539,14.0,39.0,4,0.11416057093962273,0.46153846153846156,0,1,0,1,1,0
1974.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.721516,10000000,0,Unknown,1.0,8.0,"мусоропровод, газ",евро,4.0,6.7,55.675996,9.0,32.5,5,0.13102371339570584,0.5723076923076924,0,1,1,1,1,0
1976.0,"подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.62281799,24870000,1,изолированные,2.0,13.0,консьерж,евро,11.0,10.0,55.78737259,16.0,55.0,4,0.032000872784159175,,1,0,0,1,1,1
1970.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.72378159,9700000,0,Unknown,1.0,5.0,"мусоропровод, газ",косметический,3.0,6.0,55.67592621,9.0,33.0,5,0.1328696819590232,0.5454545454545454,0,1,1,1,1,0
,за шлагбаумом во дворе,0,совмещенный,свободная,"закрытая территория, детская площадка",кирпичный,37.6545639,22000000,0,смежные,2.0,8.0,газ,косметический,4.0,5.6,55.73484421,5.0,44.6,5,0.042490881818737565,,0,0,1,1,0,1
2019.0,"подземная, открытая во дворе",3,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.554017,12500000,3,Unknown,1.0,13.0,Unknown,косметический,10.0,19.0,55.555189,33.0,41.8,0,0.21044612424561543,,0,0,0,1,1,1
2022.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",монолитный,37.93077137592718,12990000,1,изолированные,2.0,18.0,мусоропровод,дизайнерский,11.0,16.0,55.7116279525772,18.0,52.1,1,0.3162712134760965,,0,1,0,1,1,0
1971.0,открытая во дворе,0,Unknown,свободная,Unknown,панельный,37.612973,13350000,0,изолированные,2.0,8.0,Unknown,евро,9.0,6.5,55.595822,9.0,44.8,0,0.16004489874094965,0.6473214285714286,0,0,0,0,0,0
2022.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.50780869,12500000,1,Unknown,1.0,13.0,Unknown,евро,7.0,10.0,55.55547333,8.0,35.0,0,0.22844015948341326,0.34285714285714286,0,0,0,1,1,1
,открытая во дворе,2,совмещенный,свободная,Unknown,панельный,37.80165482,21400000,0,изолированные,3.0,8.0,Unknown,евро,4.0,8.2,55.79888916,14.0,68.1,1,0.18903135315269293,0.5726872246696035,0,0,0,0,0,0
1974.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.519297,13000000,1,Unknown,1.0,13.0,"мусоропровод, газ",требует ремонта,3.0,9.8,55.795924,12.0,34.8,3,0.10617634004334565,0.5545977011494253,0,1,1,1,1,1
1979.0,открытая во дворе,1,"совмещенный, раздельный",свободная,детская площадка,панельный,37.602742363224834,11600000,1,Unknown,1.0,13.0,мусоропровод,евро,6.0,7.0,55.8972253859813,16.0,38.0,4,0.14220368901861366,0.5,0,1,0,1,0,0
1962.0,Unknown,1,совмещенный,свободная,Unknown,кирпичный,37.618075,14000000,0,Unknown,1.0,8.0,Unknown,косметический,2.0,5.0,55.708318,9.0,30.1,5,0.04748437584090379,0.6644518272425249,0,0,0,0,0,0
1968.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.494674,4450000,0,Unknown,0.0,13.0,мусоропровод,евро,1.0,,55.868799,9.0,11.6,2,0.16697178048101535,,0,1,0,1,1,0
1994.0,"открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.503150008598304,19572100,1,изолированные,2.0,5.0,"консьерж, мусоропровод",дизайнерский,13.0,9.3,55.69681264352413,17.0,54.4,6,0.12875678139756389,0.6029411764705882,1,1,0,1,1,0
,за шлагбаумом во дворе,0,совмещенный,свободная,закрытая территория,кирпичный,37.73635483,5200000,0,Unknown,0.0,13.0,консьерж,дизайнерский,1.0,,55.70238876,5.0,20.0,5,0.1302131721703563,,1,0,0,0,0,1
1969.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.4129,9800000,0,Unknown,1.0,13.0,"мусоропровод, газ",евро,12.0,9.8,55.651689,12.0,37.0,6,0.22965450206996096,0.5675675675675675,0,1,1,1,1,0
1988.0,Unknown,0,раздельный,свободная,Unknown,панельный,37.576097,11600000,1,изолированные,3.0,8.0,Unknown,требует ремонта,6.0,7.8,55.538229,16.0,66.4,0,0.22149410612926085,,0,0,0,0,0,0
2021.0,"подземная, наземная многоуровневая, открытая во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.36289407041978,7900000,1,Unknown,0.0,18.0,Unknown,дизайнерский,21.0,,55.70153577922655,24.0,25.0,6,0.2604221884161876,1.0,0,0,0,1,1,1
1964.0,Unknown,0,Unknown,свободная,Unknown,кирпичный,37.499354,13900000,0,изолированные,2.0,13.0,Unknown,косметический,1.0,5.0,55.805174,5.0,39.0,3,0.1281401903853803,0.717948717948718,0,0,0,0,0,0
1988.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.679628,12900000,1,изолированные,2.0,13.0,мусоропровод,косметический,5.0,9.2,55.640274,17.0,53.4,5,0.13112486209716434,0.6048689138576778,0,1,0,1,1,0
1981.0,открытая во дворе,1,совмещенный,свободная,детская площадка,панельный,37.694297,11880000,1,Unknown,1.0,13.0,мусоропровод,дизайнерский,1.0,8.4,55.677732,12.0,38.7,5,0.10943967485788524,0.5426356589147286,0,1,0,1,0,0
1990.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.73898697,11500000,1,Unknown,1.0,13.0,мусоропровод,требует ремонта,10.0,8.4,55.64333725,17.0,38.3,5,0.1654770879105086,0.503916449086162,0,1,0,1,1,0
1968.0,открытая во дворе,2,совмещенный,альтернативная,детская площадка,блочный,37.67182159,12000000,0,Unknown,1.0,18.0,"мусоропровод, газ",евро,11.0,9.5,55.8593483,12.0,32.5,4,0.1168855476738583,0.5384615384615384,0,1,1,1,0,0
1965.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.395635,11500000,1,Unknown,1.0,25.5,"мусоропровод, газ",дизайнерский,9.0,7.5,55.70878,9.0,33.0,6,0.22689059395444816,0.5454545454545454,0,1,1,1,1,0
1953.0,за шлагбаумом во дворе,2,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.53743362,23000000,0,изолированные,2.0,5.0,"мусоропровод, газ",требует ремонта,2.0,9.2,55.74148178,10.0,47.4,3,0.08143500418292507,,0,1,1,1,1,1
1992.0,наземная многоуровневая,1,раздельный,свободная,Unknown,панельный,37.590623,13500000,0,Unknown,1.0,13.0,Unknown,евро,10.0,8.7,55.573322,14.0,39.7,0,0.18446132118414774,0.5289672544080604,0,0,0,0,0,0
,Unknown,1,совмещенный,свободная,детская площадка,монолитный,37.42321396,13000000,1,Unknown,1.0,13.0,мусоропровод,дизайнерский,7.0,10.0,55.74707031,17.0,37.7,6,0.1945819622533898,,0,1,0,1,0,0
1975.0,открытая во дворе,1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.63054276,16890000,1,Unknown,1.0,13.0,мусоропровод,дизайнерский,2.0,7.0,55.71689987,12.0,33.0,5,0.040996770000019424,0.5454545454545454,0,1,0,1,1,1
1973.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.78911591,14500000,1,Unknown,1.0,8.0,"консьерж, мусоропровод",дизайнерский,11.0,15.5,55.79617691,17.0,36.7,1,0.17620443310051806,,1,1,0,1,1,0
2023.0,"подземная, открытая во дворе",1,совмещенный,свободная,закрытая территория,монолитно-кирпичный,37.63408279,34500000,1,изолированные,2.0,13.0,Unknown,дизайнерский,7.0,18.0,55.69807053,11.0,55.0,5,0.060036439540205204,,0,0,0,0,0,1
2024.0,"подземная, за шлагбаумом во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.74155,15990000,4,смежные,2.0,8.0,консьерж,дизайнерский,6.0,19.0,55.79286,24.0,35.2,1,0.12937173609408728,,1,0,0,1,1,1
,за шлагбаумом во дворе,0,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.415963,17800000,0,изолированные,2.0,18.0,Unknown,требует ремонта,2.0,10.0,55.824754,5.0,52.0,2,0.2131012291963653,,0,0,0,1,1,1
,Unknown,0,Unknown,свободная,Unknown,кирпичный,37.580948,2950000,0,Unknown,0.0,18.0,Unknown,евро,1.0,,55.678169,5.0,12.0,0,0.08584836204029088,0.75,0,0,0,0,0,0
,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",монолитно-кирпичный,37.42257157113549,12999999,1,Unknown,0.0,8.0,Unknown,дизайнерский,7.0,,55.656204078711056,8.0,33.0,6,0.2189872955281954,0.7575757575757576,0,0,0,1,1,0
2008.0,Unknown,2,совмещенный,свободная,Unknown,монолитный,37.413197,38500000,2,изолированные,2.0,8.0,Unknown,косметический,13.0,14.8,55.803049,27.0,84.1,2,0.20979288455522666,0.2520808561236623,0,0,0,0,0,0
2013.0,открытая во дворе,1,совмещенный,альтернативная,"детская площадка, спортивная площадка",панельный,37.92378235,9960000,1,Unknown,1.0,5.0,"консьерж, мусоропровод",косметический,9.0,7.4,55.70171738,17.0,38.0,1,0.31092211442351175,0.5026315789473684,1,1,0,1,1,0
2022.0,Unknown,1,совмещенный,свободная,Unknown,монолитный,37.31254959,8650000,1,Unknown,1.0,13.0,Unknown,дизайнерский,2.0,17.0,55.62534332,14.0,37.4,6,0.3317750713929406,0.29411764705882354,0,0,0,0,0,0
,Unknown,2,раздельный,свободная,Unknown,кирпичный,37.50315475,5300000,1,Unknown,0.0,5.0,Unknown,дизайнерский,3.0,,55.77756119,6.0,15.0,3,0.11649577090083238,1.0,0,0,0,0,0,0
1969.0,Unknown,1,совмещенный,альтернативная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.817924,12500000,1,изолированные,2.0,5.0,"мусоропровод, газ",косметический,2.0,6.0,55.750226,9.0,45.0,1,0.20040153305800323,0.6222222222222222,0,1,1,1,1,1
1988.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.61428452,12200000,1,Unknown,1.0,8.0,"консьерж, мусоропровод",требует ремонта,16.0,8.0,55.64021301,17.0,38.0,0,0.11563453059052688,0.5026315789473684,1,1,0,1,1,0
1976.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.718148,12990000,0,изолированные,4.0,18.0,мусоропровод,евро,1.0,6.0,55.598177,9.0,63.0,5,0.18696232356547016,0.746031746031746,0,1,0,1,1,0
2023.0,подземная,1,"совмещенный, раздельный",альтернативная,"детская площадка, спортивная площадка",монолитный,37.66296387,27500000,1,изолированные,2.0,8.0,Unknown,косметический,6.0,10.2,55.71324158,12.0,59.0,5,0.06220208850410739,0.547457627118644,0,0,0,1,1,0
1989.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.60723944544867,15000000,1,изолированные,2.0,5.0,мусоропровод,косметический,3.0,11.0,55.86303110493048,17.0,58.0,4,0.10773045509614344,0.5862068965517241,0,1,0,1,1,0
1973.0,открытая во дворе,2,совмещенный,свободная,Unknown,блочный,37.51797485,12950000,0,Unknown,1.0,8.0,Unknown,косметический,12.0,9.6,55.81079865,14.0,34.7,3,0.1137981634928502,,0,0,0,0,0,0
,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.837876193671576,10000000,0,Unknown,1.0,31.0,мусоропровод,косметический,3.0,5.4,55.78051173862663,9.0,26.1,1,0.22165800577553518,0.5593869731800766,0,1,0,1,1,0
1930.0,"открытая во дворе, за шлагбаумом во дворе",0,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.66478729,26200000,0,изолированные,3.0,5.0,газ,требует ремонта,2.0,8.0,55.77790833,5.0,69.2,4,0.0521096784957723,0.6661849710982659,0,0,1,1,1,1
2020.0,"наземная многоуровневая, открытая во дворе",2,совмещенный,свободная,"детская площадка, спортивная площадка",монолитный,37.63815757273863,10600000,2,Unknown,0.0,25.5,Unknown,косметический,24.0,,55.88214264893939,33.0,19.9,4,0.1280042137506666,,0,0,0,1,1,0
1963.0,открытая во дворе,1,совмещенный,свободная,детская площадка,блочный,37.565776,14950000,0,изолированные,2.0,8.0,Unknown,дизайнерский,2.0,10.0,55.652639,9.0,38.0,0,0.11544660626021178,0.42105263157894735,0,0,0,1,0,0
2006.0,за шлагбаумом во дворе,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.46458301445974,27500000,1,изолированные,2.0,18.0,Unknown,дизайнерский,16.0,7.0,55.77312359598101,27.0,52.5,2,0.15399449614042066,0.6095238095238096,0,0,0,1,1,1
2024.0,подземная,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.63240974931945,24100000,1,изолированные,2.0,8.0,консьерж,дизайнерский,5.0,18.8,55.70571139527268,20.0,38.9,5,0.05223214525974104,,1,0,0,1,1,1
1968.0,открытая во дворе,0,совмещенный,свободная,детская площадка,панельный,37.508391,12180000,0,Unknown,1.0,13.0,газ,евро,3.0,5.0,55.862464,5.0,31.0,2,0.1526558697757817,,0,0,1,1,0,0
1959.0,за шлагбаумом во дворе,0,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.573573,23600000,0,смежные,2.0,8.0,газ,евро,4.0,6.0,55.724048,5.0,44.8,3,0.054282282864667866,0.6383928571428572,0,0,1,1,1,1
1971.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.7665596,6050000,0,Unknown,0.0,13.0,консьерж,косметический,4.0,,55.71354675,5.0,15.4,1,0.15483636384170862,0.5844155844155844,1,0,0,1,1,0
,подземная,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.64060593,16000000,0,смежные,2.0,31.0,Unknown,дизайнерский,6.0,10.0,55.9026947,9.0,52.8,4,0.14868532443806923,0.5681818181818182,0,0,0,1,1,1
2007.0,за шлагбаумом во дворе,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.49989464382256,18800000,1,Unknown,1.0,8.0,Unknown,дизайнерский,4.0,8.5,55.73981827131318,23.0,40.0,3,0.11878538009653547,0.425,0,0,0,1,1,1
2023.0,подземная,2,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.645401,27350000,1,изолированные,2.0,8.0,консьерж,дизайнерский,12.0,20.0,55.81101227,27.0,52.2,4,0.06181658644370891,0.4789272030651341,1,0,0,1,1,1
1984.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.52686,24950000,0,изолированные,3.0,13.0,мусоропровод,косметический,8.0,9.0,55.660165,12.0,79.6,0,0.13183247257410055,0.5954773869346733,0,1,0,1,1,0
1962.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.732916,12300000,0,смежные,2.0,13.0,газ,косметический,3.0,5.0,55.769312,5.0,44.0,5,0.11610492668272074,0.6818181818181818,0,0,1,1,1,0
2023.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",монолитный,37.63973236,11800000,1,изолированные,2.0,31.0,Unknown,дизайнерский,7.0,10.0,55.90329361,23.0,52.8,4,0.14914491727846818,0.5946969696969697,0,0,0,1,1,0
1974.0,Unknown,2,раздельный,свободная,Unknown,панельный,37.647531,10800000,0,изолированные,2.0,25.5,мусоропровод,требует ремонта,9.0,11.0,55.596401,16.0,50.2,0,0.1621847895519183,0.5637450199203187,0,1,0,0,0,0
1958.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.81793976,10200000,0,Unknown,1.0,13.0,газ,косметический,1.0,7.0,55.79550934,6.0,33.0,1,0.20423724224561188,0.6060606060606061,0,0,1,1,1,0
1973.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.672603,12200000,0,изолированные,2.0,13.0,мусоропровод,требует ремонта,2.0,6.1,55.890739,9.0,45.0,4,0.14571843991067387,0.5777777777777777,0,1,0,1,1,0
2020.0,"открытая во дворе, за шлагбаумом во дворе",4,"совмещенный, раздельный",свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.615012,19000000,4,изолированные,3.0,31.0,Unknown,дизайнерский,11.0,23.0,55.535228,25.0,91.0,0,0.22058718214801573,,0,0,0,1,1,1
1970.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.524534,14200000,0,изолированные,2.0,5.0,"мусоропровод, газ",требует ремонта,4.0,8.0,55.635904,14.0,38.4,0,0.15177724194358347,0.609375,0,1,1,1,1,0
1969.0,Unknown,0,раздельный,свободная,Unknown,блочный,37.603774,22000000,0,изолированные,3.0,13.0,Unknown,евро,12.0,9.9,55.795727,12.0,63.9,3,0.042253089887012325,,0,0,0,0,0,0
,открытая во дворе,1,совмещенный,свободная,Unknown,панельный,37.47725296543096,14300000,1,Unknown,1.0,13.0,Unknown,косметический,2.0,11.6,55.87159616065433,19.0,45.9,2,0.18195065521895706,,0,0,0,0,0,0
2023.0,Unknown,2,совмещенный,свободная,Unknown,монолитный,37.50195,19000000,2,Unknown,1.0,25.5,Unknown,евро,14.0,9.0,55.767762,24.0,34.4,3,0.11626698561500787,0.4796511627906977,0,0,0,0,0,0
1955.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, спортивная площадка",кирпичный,37.57610703,5900000,1,Unknown,0.0,5.0,консьерж,косметический,2.0,,55.84591675,6.0,16.0,3,0.09921035827968473,,1,0,0,0,1,1
2000.0,открытая во дворе,1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.528271,12800000,1,Unknown,1.0,8.0,мусоропровод,евро,5.0,10.0,55.840538,16.0,36.8,3,0.12312675941890702,0.4021739130434783,0,1,0,1,1,1
,открытая во дворе,2,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.75666809,13700000,0,Unknown,1.0,13.0,мусоропровод,евро,5.0,9.0,55.62171555,14.0,41.7,5,0.1931801578528448,0.6882494004796162,0,1,0,1,1,0
1971.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",блочный,37.48888808845948,17000000,0,изолированные,2.0,8.0,"мусоропровод, газ",косметический,6.0,6.2,55.69524526472286,14.0,37.5,6,0.14224497227283545,0.8346666666666667,0,1,1,1,1,0
1967.0,за шлагбаумом во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.675118,25000000,0,"изолированные, смежные",3.0,8.0,"мусоропровод, газ",евро,9.0,4.0,55.731708,9.0,55.0,5,0.06235980105804966,,0,1,1,1,1,0
2023.0,"наземная многоуровневая, открытая во дворе",2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.72105026,14200000,1,Unknown,1.0,25.5,Unknown,евро,2.0,16.1,55.72156906,23.0,36.7,5,0.10896657077907092,0.2888283378746594,0,0,0,1,1,0
1961.0,открытая во дворе,1,раздельный,свободная,детская площадка,кирпичный,37.561077,25500000,0,изолированные,3.0,8.0,Unknown,требует ремонта,7.0,9.0,55.796359,8.0,70.0,3,0.06956926052503924,0.6857142857142857,0,0,0,1,0,0
1983.0,"открытая во дворе, за шлагбаумом во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.55397034,16650000,1,Unknown,1.0,5.0,"консьерж, мусоропровод",требует ремонта,2.0,7.7,55.66749191,14.0,51.3,0,0.108844165627579,0.4132553606237817,1,1,0,1,1,1
2022.0,"подземная, открытая во дворе",2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.542581,22500000,1,изолированные,3.0,13.0,"консьерж, мусоропровод",косметический,19.0,11.0,55.641763,19.0,79.8,0,0.13650013820506351,0.6265664160401003,1,1,0,1,1,0
1974.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.57360077,12200000,0,изолированные,2.0,13.0,"мусоропровод, газ",косметический,3.0,7.5,55.64867783,12.0,46.0,0,0.11580626730062146,0.5652173913043478,0,1,1,1,1,0
1960.0,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.54466886893012,15000000,0,смежные,2.0,13.0,Unknown,косметический,3.0,6.5,55.79980411179311,5.0,44.0,3,0.08517811769364947,0.6363636363636364,0,0,0,0,0,0
1967.0,за шлагбаумом во дворе,2,совмещенный,альтернативная,Unknown,блочный,37.565219,18700000,0,Unknown,1.0,955.0,"мусоропровод, газ",косметический,4.0,9.8,55.764227,12.0,34.7,3,0.05305453317107199,0.5706051873198847,0,1,1,0,0,0
,подземная,4,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.37739944,9500000,0,Unknown,1.0,25.5,консьерж,дизайнерский,10.0,12.0,55.798172,32.0,35.0,2,0.24390919500567446,0.5142857142857142,1,0,0,1,1,1
1992.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.65428543,11000000,1,изолированные,2.0,25.5,газ,евро,10.0,8.0,55.58955002,12.0,50.0,0,0.17024945410862952,0.64,0,0,1,1,1,0
,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.836869,12200000,0,изолированные,3.0,31.0,мусоропровод,требует ремонта,9.0,8.0,55.779838,9.0,64.0,1,0.22058268246849883,0.6140625,0,1,0,1,1,0
1993.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.38519669,10100000,1,Unknown,1.0,13.0,мусоропровод,косметический,2.0,10.0,55.72198105,17.0,38.0,6,0.23485105892471492,0.5,0,1,0,1,1,0
2009.0,"открытая во дворе, за шлагбаумом во дворе",2,"совмещенный, раздельный",свободная,"детская площадка, спортивная площадка",панельный,37.771921,22100000,2,изолированные,3.0,5.0,"консьерж, мусоропровод",косметический,5.0,11.0,55.703809,24.0,85.0,1,0.162843590976123,0.5670588235294118,1,1,0,1,1,0
2016.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.93670654,13900000,1,изолированные,2.0,8.0,мусоропровод,евро,4.0,9.8,55.69955444,17.0,51.0,1,0.3240255343186479,0.5941176470588235,0,1,0,1,1,0
1967.0,открытая во дворе,2,совмещенный,свободная,детская площадка,блочный,37.726565,13900000,0,Unknown,1.0,8.0,"мусоропровод, газ",дизайнерский,2.0,11.0,55.794107,12.0,35.3,4,0.11550236999299716,0.56657223796034,0,1,1,1,0,0
2023.0,"подземная, открытая во дворе, за шлагбаумом во дворе",2,"совмещенный, раздельный",свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.711455,21750000,2,изолированные,3.0,8.0,консьерж,евро,22.0,25.0,55.728094,24.0,62.0,5,0.09785899785405376,0.41935483870967744,1,0,0,1,1,1
,Unknown,0,раздельный,свободная,Unknown,кирпичный,37.423159,14000000,0,Unknown,1.0,8.0,Unknown,евро,1.0,10.0,55.653929,10.0,45.0,6,0.21951082689016138,0.5111111111111111,0,0,0,0,0,0
1953.0,Unknown,1,совмещенный,свободная,Unknown,кирпичный,37.820142,8500000,0,Unknown,1.0,18.0,Unknown,дизайнерский,6.0,11.0,55.793364,6.0,41.0,1,0.2059959122409891,0.6097560975609756,0,0,0,0,0,0
1988.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.577723,16500000,1,изолированные,4.0,18.0,Unknown,косметический,3.0,8.2,55.87437,14.0,75.2,3,0.1250960432188002,0.6941489361702128,0,0,0,1,1,0
1973.0,открытая во дворе,2,раздельный,свободная,детская площадка,панельный,37.65102386,17800000,0,"изолированные, смежные",3.0,13.0,"мусоропровод, газ",косметический,9.0,5.9,55.81012726,12.0,50.6,4,0.06378562217621807,,0,1,1,1,0,0
2020.0,"подземная, за шлагбаумом во дворе",0,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.766486718593285,12300000,1,Unknown,0.0,18.0,Unknown,дизайнерский,5.0,,55.79649711895125,5.0,20.5,1,0.1543486652498405,,0,0,0,1,1,1
2018.0,"подземная, наземная многоуровневая",3,совмещенный,свободная,"детская площадка, спортивная площадка",монолитный,37.59103775,27500000,3,Unknown,0.0,13.0,консьерж,дизайнерский,46.0,,55.80357361,47.0,42.4,3,0.05466142092458696,1.0,1,0,0,1,1,0
2015.0,открытая во дворе,1,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.91491318,13500000,1,изолированные,2.0,13.0,мусоропровод,евро,15.0,9.1,55.69820786,17.0,54.0,1,0.30283986129882273,0.5351851851851852,0,1,0,1,1,0
2021.0,открытая во дворе,2,раздельный,альтернативная,"детская площадка, спортивная площадка",монолитный,37.45315552,23800000,1,изолированные,2.0,8.0,"консьерж, мусоропровод",косметический,13.0,8.0,55.73149109,25.0,61.8,6,0.16623149553516828,0.5533980582524273,1,1,0,1,1,0
