Год постройки,Парковка,Пассажирский лифт,Санузел,Способ продажи,Двор,Тип дома,Долгота,Цена,Грузовой лифт,Тип комнат,Количество комнат,Метро (минут),В доме,Ремонт,Этаж (текущий),Площадь кухни,Широта,Этажей в доме,Общая площадь,Район,Расстояние до центра,Доля жилой площади,Есть консьерж,Есть мусоропровод,Есть газ,Детская площадка,Спорт площадка,Закрытая территория
,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",монолитный,37.73155212,12000000,2,Unknown,1.0,13.0,Unknown,евро,12.0,10.0,55.66295242,25.0,46.4,5,0.14698897497550759,,0,0,0,1,1,0
1981.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.723079,10600000,0,изолированные,2.0,31.0,мусоропровод,косметический,10.0,8.6,55.874753,12.0,39.0,4,0.15898313007988765,0.5282051282051282,0,1,0,1,1,0
1984.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.67526553409105,17800000,1,изолированные,2.0,13.0,мусоропровод,евро,8.0,10.0,55.68624715794528,14.0,54.0,5,0.09034883319608505,,0,1,0,1,1,0
1972.0,Unknown,1,раздельный,свободная,детская площадка,панельный,37.787147,16700000,1,смежные,3.0,18.0,"консьерж, мусоропровод, газ",косметический,9.0,8.4,55.701805,14.0,74.0,1,0.17793719463338217,0.668918918918919,1,1,1,1,0,0
1966.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.548887,14600000,0,смежные,2.0,13.0,"мусоропровод, газ",требует ремонта,4.0,5.0,55.797888,9.0,45.0,3,0.08057838489942766,0.6444444444444445,0,1,1,1,1,0
,Unknown,1,совмещенный,свободная,Unknown,панельный,37.7071,10950000,1,Unknown,1.0,25.5,мусоропровод,требует ремонта,10.0,10.0,55.813839,16.0,36.0,4,0.10667134348548821,,0,1,0,0,0,0
2025.0,за шлагбаумом во дворе,1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.74071508584173,12990000,1,Unknown,1.0,13.0,Unknown,евро,8.0,10.0,55.67925263209965,16.0,42.4,5,0.1449718037905558,0.4716981132075472,0,0,0,1,1,1
1964.0,открытая во дворе,1,совмещенный,свободная,Unknown,блочный,37.5809021,12700000,0,Unknown,1.0,5.0,"мусоропровод, газ",дизайнерский,1.0,6.0,55.6540451,9.0,31.9,0,0.10817021557906148,,0,1,1,0,0,0
1960.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.54241,19000000,0,изолированные,3.0,18.0,"мусоропровод, газ",требует ремонта,6.0,6.0,55.681996,9.0,54.0,0,0.10535922606018581,0.6666666666666666,0,1,1,1,1,0
,"открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.4957962,18600000,0,"изолированные, смежные",3.0,8.0,"мусоропровод, газ",евро,4.0,6.2,55.66638184,9.0,59.0,6,0.15110186309978543,,0,1,1,1,1,0
1971.0,открытая во дворе,1,раздельный,свободная,детская площадка,кирпичный,37.483741,13350000,0,изолированные,2.0,8.0,"мусоропровод, газ",косметический,8.0,5.5,55.849079,9.0,44.6,2,0.1631539264682305,0.6659192825112107,0,1,1,1,0,0
2023.0,открытая во дворе,2,раздельный,альтернативная,детская площадка,монолитный,37.51169586,16200000,1,изолированные,2.0,18.0,мусоропровод,евро,12.0,8.0,55.85480499,24.0,54.2,3,0.14497473888246581,0.577490774907749,0,1,0,1,0,0
1982.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.449812,19000000,1,изолированные,2.0,8.0,мусоропровод,евро,2.0,9.0,55.849322,12.0,52.1,2,0.19209158604166024,0.7332053742802304,0,1,0,1,1,0
1985.0,открытая во дворе,1,раздельный,свободная,детская площадка,панельный,37.81849,12700000,1,изолированные,2.0,13.0,Unknown,требует ремонта,5.0,10.5,55.792893,16.0,50.5,1,0.20428578694808286,0.5663366336633664,0,0,0,1,0,0
2000.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.51699829,9500000,1,Unknown,1.0,13.0,мусоропровод,евро,10.0,9.3,55.545784,12.0,37.9,0,0.2328678258388795,0.5039577836411611,0,1,0,1,1,0
2011.0,за шлагбаумом во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.922869519094085,5600000,1,Unknown,0.0,5.0,мусоропровод,косметический,2.0,,55.70488032294359,17.0,19.5,1,0.30948714480485573,0.8974358974358975,0,1,0,1,1,0
1968.0,открытая во дворе,2,совмещенный,свободная,детская площадка,блочный,37.76038742,10500000,0,Unknown,1.0,13.0,"мусоропровод, газ",евро,5.0,9.2,55.7416153,12.0,35.2,1,0.14349025410928007,0.4261363636363636,0,1,1,1,0,0
,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.56138992,15400000,0,изолированные,3.0,13.0,мусоропровод,евро,10.0,8.5,55.88860321,12.0,61.6,3,0.14420910401188308,,0,1,0,1,1,0
,открытая во дворе,0,совмещенный,свободная,Unknown,кирпичный,37.61221669379063,9900000,0,Unknown,0.0,13.0,Unknown,дизайнерский,2.0,,55.70958575358162,4.0,25.7,5,0.04652672949781264,,0,0,0,0,0,0
,Unknown,1,раздельный,свободная,Unknown,панельный,37.59445,13700000,0,изолированные,2.0,8.0,мусоропровод,дизайнерский,9.0,6.0,55.896635,9.0,42.5,4,0.14272497933088243,0.611764705882353,0,1,0,0,0,0
1965.0,открытая во дворе,1,совмещенный,свободная,детская площадка,кирпичный,37.69254684,14500000,0,Unknown,1.0,18.0,"мусоропровод, газ",дизайнерский,3.0,5.1,55.79775238,9.0,31.2,4,0.08588964439121373,0.6794871794871795,0,1,1,1,0,0
1977.0,открытая во дворе,1,совмещенный,свободная,Unknown,панельный,37.53681347241054,15200000,0,изолированные,2.0,5.0,мусоропровод,евро,4.0,6.0,55.60324207214991,9.0,44.4,0,0.17262787836811241,0.6261261261261262,0,1,0,0,0,0
1987.0,открытая во дворе,1,раздельный,альтернативная,"детская площадка, спортивная площадка",монолитный,37.870951,19250000,1,изолированные,3.0,8.0,мусоропровод,косметический,11.0,10.2,55.738662,17.0,75.1,1,0.2539299908340832,0.6031957390146472,0,1,0,1,1,0
2023.0,"подземная, наземная многоуровневая, открытая во дворе",1,совмещенный,свободная,"детская площадка, спортивная площадка",монолитный,37.65319824,7680000,1,Unknown,0.0,31.0,мусоропровод,дизайнерский,2.0,,55.60377502,20.0,22.3,0,0.15613721284529827,0.7623318385650224,0,1,0,1,1,0
2024.0,открытая во дворе,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.74603410960714,11000000,2,Unknown,0.0,8.0,Unknown,дизайнерский,27.0,,55.81779895443992,33.0,25.2,4,0.14261553513632697,0.753968253968254,0,0,0,1,1,1
2010.0,Unknown,1,раздельный,альтернативная,Unknown,панельный,37.917205,10600000,1,изолированные,2.0,8.0,мусоропровод,требует ремонта,12.0,9.0,55.702556,17.0,51.0,1,0.3042993256006325,0.5941176470588235,0,1,0,0,0,0
1988.0,"открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.614285,19000000,1,изолированные,2.0,8.0,мусоропровод,дизайнерский,2.0,8.5,55.640213,17.0,50.0,0,0.11563452682481784,0.6,0,1,0,1,1,1
,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.42068863,18100000,1,изолированные,3.0,13.0,Unknown,требует ремонта,1.0,10.0,55.74847412,17.0,73.0,6,0.1970475986990256,,0,0,0,1,1,0
,Unknown,2,совмещенный,альтернативная,Unknown,панельный,37.655877,8400000,1,Unknown,1.0,31.0,мусоропровод,косметический,2.0,12.5,55.578228,10.0,38.3,0,0.18165060944846498,0.5221932114882507,0,1,0,0,0,0
2009.0,Unknown,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.76227188,13500000,2,Unknown,1.0,5.0,Unknown,косметический,6.0,16.0,55.70903397,23.0,44.7,1,0.15204280458046843,0.44742729306487694,0,0,0,1,1,1
1988.0,открытая во дворе,1,совмещенный,свободная,Unknown,панельный,37.526492,12700000,0,Unknown,1.0,8.0,мусоропровод,косметический,10.0,8.4,55.631569,17.0,38.0,0,0.154058459764472,0.5026315789473684,0,1,0,0,0,0
